query,result_count_displayed,rank,package_id,title,category,rating,icon_url,collected_at,search_url,source_url
гороскоп,497,1,net.kosev.scoping,Гороскоп,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/net.kosev.scoping
гороскоп,497,2,com.grupoprecedo.horoscope,Гороскоп,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.grupoprecedo.horoscope
гороскоп,497,3,ru.mail.horo.android,Гороскопы,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/ru.mail.horo.android
гороскоп,497,4,com.special_algorithmic_systems.engm_personal,Астрокалендарь ENIGMATA. Ежедневный гороскоп,Полезные инструменты·Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.special_algorithmic_systems.engm_personal
гороскоп,497,5,com.promobi.horo,Гороскоп,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.promobi.horo
гороскоп,497,6,com.aiastrologer.app,"AI-Астролог, Таро, Астрология, Гороскоп, Астробот",Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.aiastrologer.app
гороскоп,497,7,com.foresko.horoscopes,Гороскоп на каждый день: Астрология & Гороскопы,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.foresko.horoscopes
гороскоп,497,8,ru.smartbear.programs.horoscopenew,Гороскоп на каждый день 2026. По дате рождения,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/ru.smartbear.programs.horoscopenew
гороскоп,497,9,com.daerhou.constellation,Гороскоп,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.daerhou.constellation
гороскоп,497,10,com.zylonix.horoscope,Гороскоп на каждый день - онлайн,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.zylonix.horoscope
гороскоп,497,11,com.vagasoft.horoscope.signs,Гороскоп,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.vagasoft.horoscope.signs
гороскоп,497,12,ua.maksdenis.timeofbirth,Гороскоп Рождения,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/ua.maksdenis.timeofbirth
гороскоп,497,13,com.P.E.O.AxioNika,"Гороскоп, Нумерология, Совместимость: ИИ AxioNika",Развлечения·Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.P.E.O.AxioNika
гороскоп,497,14,taurus.daily.horoscopes,"ТЕЛЕЦ Гороскоп на сегодня, завтра и на каждый день",Образ жизни·Развлечения,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/taurus.daily.horoscopes
гороскоп,497,15,com.idmobile.horoscope,Мой Гороскоп New,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.idmobile.horoscope
гороскоп,497,16,com.antonovka.horoscope,Гороскоп NOVA,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.antonovka.horoscope
гороскоп,497,17,com.Blogproger.Financial_horoscope,Финансовый гороскоп,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.Blogproger.Financial_horoscope
гороскоп,497,18,pisces.daily.horoscopes,"РЫБЫ Гороскоп на сегодня, завтра и на каждый день",Образ жизни·Развлечения,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/pisces.daily.horoscopes
гороскоп,497,19,com.velstar,Velstar: гороскоп и карты таро,Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.velstar
гороскоп,497,20,com.sopelus.horoscope,"Гороскопы бесплатно, натальная карта",Образ жизни,,,2026-07-29T18:37:02.152Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF,https://www.rustore.ru/catalog/app/com.sopelus.horoscope
гороскопы,497,1,ru.mail.horo.android,Гороскопы,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/ru.mail.horo.android
гороскопы,497,2,net.kosev.scoping,Гороскоп,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/net.kosev.scoping
гороскопы,497,3,com.sopelus.horoscope,"Гороскопы бесплатно, натальная карта",Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/com.sopelus.horoscope
гороскопы,497,4,com.foresko.horoscopes,Гороскоп на каждый день: Астрология & Гороскопы,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/com.foresko.horoscopes
гороскопы,497,5,com.zylonix.horoscope,Гороскоп на каждый день - онлайн,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/com.zylonix.horoscope
гороскопы,497,6,ua.maksdenis.timeofbirth,Гороскоп Рождения,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/ua.maksdenis.timeofbirth
гороскопы,497,7,com.idmobile.horoscope,Мой Гороскоп New,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/com.idmobile.horoscope
гороскопы,497,8,ru.smartbear.programs.horoscopenew,Гороскоп на каждый день 2026. По дате рождения,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/ru.smartbear.programs.horoscopenew
гороскопы,497,9,com.velstar,Velstar: гороскоп и карты таро,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/com.velstar
гороскопы,497,10,capricorn.daily.horoscopes,"КОЗЕРОГ Гороскоп сегодня, завтра и на каждый день",Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/capricorn.daily.horoscopes
гороскопы,497,11,com.pagestechnologies.zodiac,Гороскоп на каждый день,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/com.pagestechnologies.zodiac
гороскопы,497,12,ru.yufic.horoscoperu,Ежедневный гороскоп - Yufic,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/ru.yufic.horoscoperu
гороскопы,497,13,potencialmenteinteresante.personaldailyhoroscope,Eжедневный гороскоп,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/potencialmenteinteresante.personaldailyhoroscope
гороскопы,497,14,pisces.daily.horoscopes,"РЫБЫ Гороскоп на сегодня, завтра и на каждый день",Образ жизни·Развлечения,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/pisces.daily.horoscopes
гороскопы,497,15,taurus.daily.horoscopes,"ТЕЛЕЦ Гороскоп на сегодня, завтра и на каждый день",Образ жизни·Развлечения,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/taurus.daily.horoscopes
гороскопы,497,16,com.jiy.tarot.android,Гадание Таро и гороскопы,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/com.jiy.tarot.android
гороскопы,497,17,horoscope.astrology.zodiac.sign.daily,Гороскопы и астрология,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/horoscope.astrology.zodiac.sign.daily
гороскопы,497,18,ru.rambler.horoscopes.twa,Рамблер/гороскопы,Образ жизни·Развлечения,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/ru.rambler.horoscopes.twa
гороскопы,497,19,com.vagasoft.horoscope.signs,Гороскоп,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/com.vagasoft.horoscope.signs
гороскопы,497,20,com.grupoprecedo.horoscope,Гороскоп,Образ жизни,,,2026-07-29T18:37:03.478Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D1%8B,https://www.rustore.ru/catalog/app/com.grupoprecedo.horoscope
гороскоп на сегодня,496,1,com.Blogproger.Horoscope,Гороскоп на сегодня,Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/com.Blogproger.Horoscope
гороскоп на сегодня,496,2,com.rodkin.horoscopetodayai,Гороскоп на сегодня,Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/com.rodkin.horoscopetodayai
гороскоп на сегодня,496,3,ru.mail.horo.android,Гороскопы,Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/ru.mail.horo.android
гороскоп на сегодня,496,4,cancer.daily.horoscopes,"РАК Гороскоп на сегодня, завтра и на каждый день",Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/cancer.daily.horoscopes
гороскоп на сегодня,496,5,leo.daily.horoscopes,"ЛЕВ Гороскоп на сегодня, завтра и на каждый день",Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/leo.daily.horoscopes
гороскоп на сегодня,496,6,libra.daily.horoscopes,"ВЕСЫ Гороскоп на сегодня, завтра и на каждый день",Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/libra.daily.horoscopes
гороскоп на сегодня,496,7,sagittarius.daily.horoscopes,"СТРЕЛЕЦ Гороскоп на сегодня, завтра и каждый день",Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/sagittarius.daily.horoscopes
гороскоп на сегодня,496,8,aquarius.daily.horoscopes,"ВОДОЛЕЙ Гороскоп на сегодня, завтра и каждый день",Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/aquarius.daily.horoscopes
гороскоп на сегодня,496,9,virgo.daily.horoscopes,"ДЕВА Гороскоп на сегодня, завтра и на каждый день",Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/virgo.daily.horoscopes
гороскоп на сегодня,496,10,aries.daily.horoscopes,"ОВЕН Гороскоп на сегодня, завтра и на каждый день",Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/aries.daily.horoscopes
гороскоп на сегодня,496,11,biz.astrolog.ariestoday,Овен – Гороскоп на сегодня,Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/biz.astrolog.ariestoday
гороскоп на сегодня,496,12,taurus.daily.horoscopes,"ТЕЛЕЦ Гороскоп на сегодня, завтра и на каждый день",Образ жизни·Развлечения,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/taurus.daily.horoscopes
гороскоп на сегодня,496,13,com.grupoprecedo.horoscope,Гороскоп,Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/com.grupoprecedo.horoscope
гороскоп на сегодня,496,14,pisces.daily.horoscopes,"РЫБЫ Гороскоп на сегодня, завтра и на каждый день",Образ жизни·Развлечения,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/pisces.daily.horoscopes
гороскоп на сегодня,496,15,scorpio.daily.horoscopes,"СКОРПИОН Гороскоп сегодня, завтра и на каждый день",Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/scorpio.daily.horoscopes
гороскоп на сегодня,496,16,com.antonovka.horoscope,Гороскоп NOVA,Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/com.antonovka.horoscope
гороскоп на сегодня,496,17,capricorn.daily.horoscopes,"КОЗЕРОГ Гороскоп сегодня, завтра и на каждый день",Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/capricorn.daily.horoscopes
гороскоп на сегодня,496,18,com.envgeniipopov.goroscopy_app,Гороскоп на каждый день,Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/com.envgeniipopov.goroscopy_app
гороскоп на сегодня,496,19,net.kosev.scoping,Гороскоп,Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/net.kosev.scoping
гороскоп на сегодня,496,20,com.Blogproger.Financial_horoscope,Финансовый гороскоп,Образ жизни,,,2026-07-29T18:37:05.074Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F,https://www.rustore.ru/catalog/app/com.Blogproger.Financial_horoscope
гороскоп на завтра,497,1,com.Hurmeow.Horoscope_for_tomorrow,Гороскоп на завтра,Образ жизни·Развлечения,,,2026-07-29T18:37:06.125Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0,https://www.rustore.ru/catalog/app/com.Hurmeow.Horoscope_for_tomorrow
гороскоп на завтра,497,2,taurus.daily.horoscopes,"ТЕЛЕЦ Гороскоп на сегодня, завтра и на каждый день",Образ жизни·Развлечения,,,2026-07-29T18:37:06.125Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0,https://www.rustore.ru/catalog/app/taurus.daily.horoscopes
гороскоп на завтра,497,3,cancer.daily.horoscopes,"РАК Гороскоп на сегодня, завтра и на каждый день",Образ жизни,,,2026-07-29T18:37:06.125Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0,https://www.rustore.ru/catalog/app/cancer.daily.horoscopes
гороскоп на завтра,497,4,sagittarius.daily.horoscopes,"СТРЕЛЕЦ Гороскоп на сегодня, завтра и каждый день",Образ жизни,,,2026-07-29T18:37:06.125Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0,https://www.rustore.ru/catalog/app/sagittarius.daily.horoscopes
гороскоп на завтра,497,5,libra.daily.horoscopes,"ВЕСЫ Гороскоп на сегодня, завтра и на каждый день",Образ жизни,,,2026-07-29T18:37:06.125Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0,https://www.rustore.ru/catalog/app/libra.daily.horoscopes
гороскоп на завтра,497,6,aquarius.daily.horoscopes,"ВОДОЛЕЙ Гороскоп на сегодня, завтра и каждый день",Образ жизни,,,2026-07-29T18:37:06.125Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0,https://www.rustore.ru/catalog/app/aquarius.daily.horoscopes
гороскоп на завтра,497,7,pisces.daily.horoscopes,"РЫБЫ Гороскоп на сегодня, завтра и на каждый день",Образ жизни·Развлечения,,,2026-07-29T18:37:06.125Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0,https://www.rustore.ru/catalog/app/pisces.daily.horoscopes
гороскоп на завтра,497,8,virgo.daily.horoscopes,"ДЕВА Гороскоп на сегодня, завтра и на каждый день",Образ жизни,,,2026-07-29T18:37:06.125Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0,https://www.rustore.ru/catalog/app/virgo.daily.horoscopes
гороскоп на завтра,497,9,com.Blogproger.Horoscope,Гороскоп на сегодня,Образ жизни,,,2026-07-29T18:37:06.125Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0,https://www.rustore.ru/catalog/app/com.Blogproger.Horoscope
гороскоп на завтра,497,10,leo.daily.horoscopes,"ЛЕВ Гороскоп на сегодня, завтра и на каждый день",Образ жизни,,,2026-07-29T18:37:06.125Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0,https://www.rustore.ru/catalog/app/leo.daily.horoscopes
гороскоп на завтра,497,11,aries.daily.horoscopes,"ОВЕН Гороскоп на сегодня, завтра и на каждый день",Образ жизни,,,2026-07-29T18:37:06.125Z,https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%20%D0%BD%D0%B0%20%D0%B7%D0%B0%D0%B2%D1%82%D1%80%D0%B0,https://www.rustore.ru/catalog/app/aries.daily.horoscopes
